epoch,total,recon,phys,lambda_phys,recon_weight,GradNorm,pred_Mean_K,pred_Mean_dP/dy,pred_FlowRate,pred_Porosity,pred_Anisotropy
28,0.2369760274887085,0.12578248977661133,0.028917238116264343,7.760000000000001,0.1,22.333163286379204,0.06197052448987961,0.0085441367700696,0.016879839822649956,0.09414594620466232,0.8583325743675232
29,0.23550088703632355,0.12577775120735168,0.02811136469244957,7.93,0.1,2.504794366524038,0.06121276691555977,0.008669406175613403,0.01718886010348797,0.09781338274478912,0.8646112680435181
30,0.23554135859012604,0.12571315467357635,0.027527164667844772,8.1,0.1,3.1874635131716786,0.060392431914806366,0.008441745303571224,0.01731237769126892,0.10129659622907639,0.8675976991653442
31,0.23692350089550018,0.12558294832706451,0.027130011469125748,8.27,0.1,4.789943241476067,0.05881951376795769,0.008322928100824356,0.017655983567237854,0.1033095195889473,0.8714914321899414
32,0.2352866679430008,0.1252690553665161,0.026393339037895203,8.440000000000001,0.1,8.345070829579527,0.05509786307811737,0.008916733786463737,0.01889616623520851,0.10482143610715866,0.8860570192337036
33,0.2294430434703827,0.12463312596082687,0.025200897827744484,8.61,0.1,5.467201010534154,0.048027172684669495,0.010391253046691418,0.020458409562706947,0.10601618140935898,0.9212645292282104
34,0.23191513121128082,0.12411210685968399,0.025000447407364845,8.780000000000001,0.1,10.44598489505097,0.04283062368631363,0.012542004697024822,0.02181237004697323,0.10313264280557632,0.9541940689086914
35,0.23225027322769165,0.123947374522686,0.024564864113926888,8.95,0.1,10.00094509317205,0.0420011468231678,0.012867783196270466,0.022238964214920998,0.10526474565267563,0.9664297103881836
36,0.232479065656662,0.1240919828414917,0.02413046918809414,9.120000000000001,0.1,4.53543439398436,0.042708732187747955,0.012457606382668018,0.02217446267604828,0.10885283350944519,0.9621877670288086
37,0.2341688573360443,0.12421949207782745,0.02386941947042942,9.29,0.1,3.759247781414615,0.04357563331723213,0.01173453964293003,0.021883366629481316,0.11173008382320404,0.9535582065582275
38,0.23660211265087128,0.124510757625103,0.023694612085819244,9.46,0.1,6.270709891536171,0.046846386045217514,0.009961779229342937,0.020685238763689995,0.11532893031835556,0.9340324401855469
39,0.23695042729377747,0.12456487119197845,0.023311935365200043,9.629999999999999,0.1,4.569500270359185,0.046837273985147476,0.00966227613389492,0.020596234127879143,0.1183309257030487,0.9343171119689941
40,0.24063868820667267,0.12468311190605164,0.023282691836357117,9.8,0.1,4.1557429702806985,0.04815603047609329,0.00919173564761877,0.020126277580857277,0.11994637548923492,0.9260109066963196
41,0.24292729794979095,0.12483012676239014,0.02311376854777336,9.969999999999999,0.1,20.596435147909688,0.04951384663581848,0.008306687697768211,0.019436974078416824,0.12339794635772705,0.9159587621688843
42,0.2416887730360031,0.12459086626768112,0.02260647714138031,10.14,0.1,3.181554204346412,0.046959344297647476,0.00930051039904356,0.02023766003549099,0.12353888899087906,0.9363888502120972
43,0.24620220065116882,0.12427665293216705,0.022674541920423508,10.309999999999999,0.1,10.373363035102102,0.04492112249135971,0.010622293688356876,0.021439818665385246,0.12053857743740082,0.9545564651489258
44,0.2501857578754425,0.12425700575113297,0.022687029093503952,10.48,0.1,12.158567526407296,0.044723521918058395,0.010661394335329533,0.021641448140144348,0.12030992656946182,0.956004798412323
45,0.2515197992324829,0.12437369674444199,0.022449055686593056,10.65,0.1,6.3618843278218264,0.04595256969332695,0.010347363539040089,0.021236248314380646,0.12260564416646957,0.9504445195198059
46,0.25432491302490234,0.12437751144170761,0.022355560213327408,10.82,0.1,2.415709029206937,0.04610781371593475,0.010326720774173737,0.021284708753228188,0.12340116500854492,0.9499211311340332
47,0.2575191557407379,0.12439646571874619,0.022300228476524353,10.989999999999998,0.1,2.4407402496422037,0.04653562605381012,0.01032330747693777,0.021182304248213768,0.12376350164413452,0.9493995904922485
48,0.2600853145122528,0.12442551553249359,0.022190211340785027,11.16,0.1,0.7941550176514056,0.046683844178915024,0.010323861613869667,0.02124941162765026,0.12454844266176224,0.9497660994529724
49,0.26374393701553345,0.12443125247955322,0.02218012511730194,11.33,0.1,2.7242129504170407,0.04678001627326012,0.010344702750444412,0.02126956544816494,0.12460525333881378,0.9497018456459045
50,0.2667165994644165,0.12445487082004547,0.022110531106591225,11.5,0.1,3.5616300332312676,0.047054216265678406,0.010179691947996616,0.021236924454569817,0.12545913457870483,0.9474655389785767
51,0.2702219486236572,0.12450027465820312,0.022088423371315002,11.67,0.1,10.806983291616234,0.047570694237947464,0.009617114439606667,0.020640337839722633,0.12654446065425873,0.9413954615592957
52,0.27293622493743896,0.12447652965784073,0.02200072444975376,11.84,0.1,2.6704871177299765,0.04742153361439705,0.010080873034894466,0.021119089797139168,0.1263302117586136,0.946789562702179
53,0.2752254009246826,0.12448970228433609,0.021879803389310837,12.01,0.1,2.52526262816491,0.047462135553359985,0.009942804463207722,0.020998407155275345,0.1273469626903534,0.9465649127960205
54,0.27877891063690186,0.12445951253175735,0.021866416558623314,12.18,0.1,2.662610291123201,0.04716872796416283,0.010042630136013031,0.021153148263692856,0.1273287683725357,0.9479988813400269
55,0.28197818994522095,0.12446443736553192,0.021824432536959648,12.350000000000001,0.1,0.454464324349658,0.04711664095520973,0.009955006651580334,0.021206891164183617,0.12771496176719666,0.947920560836792
56,0.28631600737571716,0.12444688379764557,0.02187470532953739,12.520000000000001,0.1,3.737129859045126,0.04684348776936531,0.009906749241054058,0.021372031420469284,0.12732797861099243,0.9484250545501709
57,0.28965088725090027,0.12445691972970963,0.02184438146650791,12.69,0.1,3.4521560606151525,0.046934276819229126,0.009852923452854156,0.021298201754689217,0.12758757174015045,0.9481400847434998
58,0.29272234439849854,0.12446723133325577,0.02179437130689621,12.86,0.1,2.446049469502668,0.04703814536333084,0.009790620766580105,0.02116086147725582,0.12803518772125244,0.9476725459098816
59,0.29605647921562195,0.12445961683988571,0.021765965968370438,13.03,0.1,1.7118914628862285,0.04698041081428528,0.009765264578163624,0.021185923367738724,0.12825556099414825,0.9478988647460938
60,0.29988333582878113,0.12446808815002441,0.021775493398308754,13.2,0.1,0.35542786145296645,0.04703516140580177,0.009768052957952023,0.021141942590475082,0.12816540896892548,0.9478167295455933
61,0.30347397923469543,0.12447411566972733,0.021767133846879005,13.37,0.1,0.3969383401365576,0.047080300748348236,0.009733855724334717,0.02120075933635235,0.12830401957035065,0.9473567605018616
62,0.30717217922210693,0.12447516620159149,0.021766962483525276,13.54,0.1,1.2400917726798184,0.047093745321035385,0.009730806574225426,0.021196654066443443,0.12832796573638916,0.9472028017044067
63,0.31080809235572815,0.12447623163461685,0.02176225185394287,13.71,0.1,0.12609378147202221,0.0470566600561142,0.009738367050886154,0.021221822127699852,0.12834390997886658,0.9474230408668518
64,0.31450432538986206,0.1244763508439064,0.02176200971007347,13.88,0.1,0.05169372079510737,0.04705272242426872,0.009740451350808144,0.021226057782769203,0.12834593653678894,0.9474337697029114
65,0.31820446252822876,0.12447638064622879,0.021762052550911903,14.05,0.1,0.05557144080718501,0.04705238714814186,0.009740965440869331,0.02122677117586136,0.1283460259437561,0.9474324584007263
66,0.3219038248062134,0.12447632104158401,0.02176203951239586,14.22,0.1,0.05678081084268882,0.04705357924103737,0.00973975658416748,0.021225079894065857,0.1283448040485382,0.9474361538887024
67,0.32560214400291443,0.12447623163461685,0.021761953830718994,14.39,0.1,0.05853420197902892,0.0470559298992157,0.009737241081893444,0.021221697330474854,0.12834255397319794,0.9474451541900635
68,0.32930096983909607,0.12447620183229446,0.021761905401945114,14.56,0.1,0.06735721397844685,0.04705892503261566,0.009733963757753372,0.021217551082372665,0.12833917140960693,0.9474568963050842
69,0.3330002725124359,0.12447615712881088,0.02176189050078392,14.729999999999999,0.1,0.0792722027554369,0.04705891013145447,0.009732889011502266,0.021216556429862976,0.12833890318870544,0.9474585056304932
70,0.3366975784301758,0.12447602301836014,0.02176174521446228,14.899999999999999,0.1,0.06893770349345019,0.047055553644895554,0.00973509345203638,0.021220386028289795,0.12834328413009644,0.9474507570266724
71,0.3403950035572052,0.12447577714920044,0.021761609241366386,15.07,0.1,0.09192563200571868,0.04705057293176651,0.009737391024827957,0.02122483029961586,0.12834897637367249,0.9474392533302307
72,0.344087153673172,0.12447512149810791,0.021761132404208183,15.24,0.1,0.25631807064296197,0.04704351723194122,0.009738086722791195,0.021229565143585205,0.1283579021692276,0.9474303722381592
73,0.34771329164505005,0.124471515417099,0.021756401285529137,15.41,0.1,0.5417868538110469,0.04700365662574768,0.00973790418356657,0.021261537447571754,0.1284177005290985,0.9474219083786011
74,0.35145968198776245,0.12446817755699158,0.02175949141383171,15.58,0.1,0.1002365918606003,0.04695122316479683,0.009747830219566822,0.021310290321707726,0.1283796727657318,0.947626531124115
75,0.35515397787094116,0.1244683787226677,0.02175918221473694,15.75,0.1,0.04246544486322179,0.046950943768024445,0.00974605418741703,0.02130916528403759,0.1283763349056244,0.9476585388183594
76,0.3588527739048004,0.12446832656860352,0.021759167313575745,15.92,0.1,0.05750015726190938,0.046950142830610275,0.00974675826728344,0.02131020836532116,0.1283770054578781,0.9476578235626221
77,0.36255156993865967,0.12446825206279755,0.0217591505497694,16.09,0.1,0.03997308674923872,0.0469454862177372,0.00975119136273861,0.021316342055797577,0.1283823549747467,0.9476432204246521
78,0.36625251173973083,0.12446822226047516,0.021759267896413803,16.259999999999998,0.1,0.053835642913309556,0.04694197326898575,0.00975403469055891,0.02132038213312626,0.12838511168956757,0.9476327896118164
79,0.3699526786804199,0.12446816265583038,0.021759333088994026,16.43,0.1,0.06613554151108048,0.046940531581640244,0.0097548458725214,0.0213216170668602,0.1283857375383377,0.9476304054260254
80,0.3736514151096344,0.12446808815002441,0.021759312599897385,16.6,0.1,0.06561477419435491,0.04694097861647606,0.009753795340657234,0.021320244297385216,0.12838487327098846,0.947634220123291
81,0.3773488402366638,0.12446804344654083,0.021759215742349625,16.770000000000003,0.1,0.056055738144952016,0.04694346711039543,0.009751088917255402,0.021316571161150932,0.12838241457939148,0.9476445317268372
82,0.3810475766658783,0.12446807324886322,0.021759193390607834,16.939999999999998,0.1,0.0639656931764172,0.046947233378887177,0.00974734965711832,0.021311486139893532,0.12837813794612885,0.9476576447486877
83,0.3847455382347107,0.1244681179523468,0.02175913006067276,17.11,0.1,0.05634793202664312,0.046947237104177475,0.00974775105714798,0.021312037482857704,0.12837892770767212,0.9476565718650818
84,0.3884440064430237,0.12446816265583038,0.021759094670414925,17.28,0.1,0.03188777768821538,0.04694367200136185,0.009751547127962112,0.021317167207598686,0.1283838301897049,0.9476422667503357
85,0.3921430706977844,0.12446825206279755,0.021759096533060074,17.45,0.1,0.02486687487497896,0.046941887587308884,0.009753650054335594,0.02132009156048298,0.12838630378246307,0.9476341009140015
86,0.3958415389060974,0.12446828186511993,0.021759063005447388,17.619999999999997,0.1,0.024433186425188325,0.04694227874279022,0.009753517806529999,0.021319855004549026,0.12838636338710785,0.9476342797279358
87,0.39953917264938354,0.12446823716163635,0.02175898477435112,17.79,0.1,0.03594032293628402,0.04694455489516258,0.009751351550221443,0.02131674997508526,0.1283843219280243,0.9476422071456909
88,0.403236448764801,0.12446820735931396,0.02175888977944851,17.96,0.1,0.07473489885779117,0.046947795897722244,0.009747756645083427,0.021311955526471138,0.12838095426559448,0.9476551413536072
89,0.4069294035434723,0.12446795403957367,0.021758556365966797,18.130000000000003,0.1,0.2972817188113197,0.046945735812187195,0.009744961746037006,0.021308979019522667,0.12838388979434967,0.9476575255393982
90,0.4103599488735199,0.1244615837931633,0.02174392342567444,18.3,0.1,6.439670368944462,0.04686226695775986,0.009719833731651306,0.02129935473203659,0.12851497530937195,0.9477904438972473
91,0.4140011966228485,0.12443419545888901,0.02174108289182186,18.47,0.1,5.994457459024034,0.04672326147556305,0.009907247498631477,0.021403783932328224,0.12840013206005096,0.9489445090293884
92,0.41755780577659607,0.12443956732749939,0.02173357643187046,18.64,0.1,3.394301735494764,0.04671463742852211,0.009937592782080173,0.021424490958452225,0.12836745381355286,0.949511706829071
93,0.42127862572669983,0.12442006170749664,0.021735068410634995,18.810000000000002,0.1,12.558815371416586,0.04653876647353172,0.00993643794208765,0.021453768014907837,0.12836430966854095,0.949884831905365
94,0.4243321716785431,0.12445062398910522,0.021701112389564514,18.979999999999997,0.1,1.8508531097104424,0.04677474498748779,0.009776432998478413,0.02137519046664238,0.12874430418014526,0.9487342834472656
95,0.42661139369010925,0.12450198829174042,0.021627217531204224,19.15,0.1,15.465760251920074,0.047223638743162155,0.0093627218157053,0.021033354103565216,0.13003309071063995,0.944003701210022
96,0.45053109526634216,0.12496692687273026,0.022672589868307114,19.32,0.1,48.201559453926166,0.05231868103146553,0.008548100478947163,0.019406577572226524,0.12628906965255737,0.9146945476531982
97,0.43231162428855896,0.12450972199440002,0.021542362868785858,19.49,0.1,2.691101647572168,0.047489479184150696,0.00944077130407095,0.02102603018283844,0.1304810792207718,0.9447975754737854
98,0.4363937973976135,0.12446203827857971,0.021563967689871788,19.66,0.1,0.5302854297834187,0.047046393156051636,0.009707613848149776,0.021330926567316055,0.12979714572429657,0.9486054182052612
99,0.4499121606349945,0.12423335015773773,0.022061968222260475,19.83,0.1,27.719148926950766,0.04541756957769394,0.011081663891673088,0.021865935996174812,0.12463479489088058,0.9596350789070129
100,0.44573521614074707,0.12434139102697372,0.0216650553047657,20.0,0.1,4.030494741068651,0.046573858708143234,0.010506507009267807,0.021559184417128563,0.12812983989715576,0.9548200964927673
