filename,z
synthetic_033.png,"[-1.6497576236724854, 0.07311810553073883, -0.07363927364349365, -0.19040890038013458, 0.9059436917304993, -1.8984277248382568, 0.9473423361778259, 0.6281276345252991, 0.07918144762516022, 0.7027204632759094, -1.1468981504440308, -1.642039179801941, -0.40267401933670044, 1.5488495826721191, -0.290866494178772, 1.3763434886932373, 1.0564554929733276, 0.7594234347343445, 0.5113795399665833, 1.1953425407409668, -1.2070990800857544, -1.1347770690917969, 1.2594841718673706, 2.1577980518341064, -0.982388436794281, -0.11748234927654266, -0.0017358482582494617, -0.6030610203742981, 0.18498022854328156, -0.8301434516906738, -1.7772998809814453, 1.796716570854187]"
synthetic_034.png,"[-1.340467095375061, -0.3346126973628998, 1.7399169206619263, 0.7486777305603027, -0.6664267182350159, -0.039410363882780075, -1.4678360223770142, -0.30574625730514526, -0.39011234045028687, 0.6902371644973755, 0.09210511296987534, 0.5538763999938965, -0.05021088570356369, 1.4279330968856812, 0.2788239121437073, -0.8293126821517944, 0.6020827293395996, 1.523036003112793, -0.5753088593482971, -0.23367415368556976, -0.790775716304779, 0.6992620229721069, -1.9852991104125977, -0.07814986258745193, -1.6954874992370605, 1.7886648178100586, -1.2476357221603394, -0.6860266923904419, -0.12159251421689987, 0.7964756488800049, -0.12442754954099655, 1.1149572134017944]"
synthetic_035.png,"[-0.17910216748714447, -0.1917552649974823, -1.0248501300811768, -1.2252970933914185, -0.7306981682777405, 1.871755599975586, 1.0306614637374878, -0.17649194598197937, -0.16936920583248138, 0.5557730197906494, -0.6835322380065918, 0.08942923694849014, -0.34130316972732544, -0.3915942311286926, -0.783113956451416, 0.7605204582214355, 0.2781486213207245, -1.8988487720489502, 0.7577305436134338, 1.470483660697937, 1.2315975427627563, 0.7747641205787659, 1.3110380172729492, 1.3747451305389404, 0.23227596282958984, -0.20696628093719482, -0.9926160573959351, -1.1660149097442627, -1.6681594848632812, 0.8037366271018982, -0.34700584411621094, -0.4901884198188782]"
synthetic_036.png,"[-1.2559716701507568, 0.5891536474227905, 0.9688524603843689, 2.245086908340454, 1.0052024126052856, -0.2403583824634552, 1.7282761335372925, 1.1987396478652954, 0.08008415997028351, -0.399800181388855, -0.9571614861488342, 0.9108766317367554, 0.6103847622871399, 0.9658076167106628, 1.9730534553527832, -0.5445595383644104, 1.769191861152649, -0.6533927917480469, -1.4117411375045776, -1.7722294330596924, -0.8574352264404297, 0.8470872044563293, 1.4597450494766235, -1.7194314002990723, 0.40747398138046265, 2.0689170360565186, -0.22675199806690216, 0.9864175319671631, -1.915450930595398, 0.688572883605957, 1.3229851722717285, -0.6916664242744446]"
synthetic_037.png,"[-0.2678396999835968, 0.8076861500740051, -0.45871657133102417, 0.3169928193092346, -0.6946424841880798, 0.5965835452079773, 1.0660368204116821, -0.033527519553899765, -0.5615370869636536, -0.16503292322158813, 1.068786859512329, -0.7876536250114441, 0.6366859674453735, 0.5948140025138855, -0.8430976867675781, -1.5913337469100952, 1.1844971179962158, 0.8573336601257324, -0.02357182465493679, 1.2636593580245972, -0.2135516107082367, 0.058183759450912476, 0.7150876522064209, 0.2208407074213028, -1.0252315998077393, 0.41005373001098633, -0.5683026909828186, 0.1969461590051651, 0.9904446601867676, -1.5089356899261475, -0.6030619144439697, 1.421739101409912]"
synthetic_038.png,"[-0.29273998737335205, -1.9424067735671997, -0.6886236071586609, 1.3947077989578247, -1.4529293775558472, -0.3349512815475464, 0.3213343322277069, -0.0906636118888855, 0.03170529380440712, -1.5099213123321533, 1.2018250226974487, 0.9734362363815308, 0.7331894636154175, 1.1892145872116089, -0.26186296343803406, -1.1666330099105835, 1.013810634613037, -0.02027658373117447, -0.03005397692322731, 0.31235021352767944, 1.5075503587722778, 1.8847835063934326, -0.9617642760276794, -0.9877012968063354, 0.5346896052360535, -0.2063390612602234, 1.4968476295471191, 0.5510639548301697, -0.0839877501130104, 1.2318962812423706, -0.6127738952636719, 0.7337649464607239]"
synthetic_039.png,"[-2.010348320007324, 0.20043881237506866, 1.4938294887542725, 0.46623140573501587, -1.6698132753372192, -1.180679202079773, -1.0553033351898193, -0.12339695543050766, 0.46230190992355347, 0.6759864687919617, -1.2144817113876343, 0.041957270354032516, 0.24595648050308228, 1.2383781671524048, 0.29643920063972473, -0.36546605825424194, 0.15829557180404663, 0.5811882019042969, 1.5769586563110352, -0.08332457393407822, -2.066016674041748, 2.0970630645751953, -0.6954077482223511, -0.8327328562736511, 1.0199471712112427, 0.7102489471435547, -1.140129566192627, -0.13943037390708923, -0.3860987722873688, 1.0114063024520874, 2.033449649810791, -0.5497922897338867]"
synthetic_040.png,"[0.9151293635368347, 0.7031257152557373, 1.1106866598129272, -0.4233601689338684, 0.4426659047603607, -1.0699260234832764, 0.8896936178207397, -1.4277007579803467, 2.280007839202881, 0.8807339072227478, -0.9133155941963196, -0.6993486285209656, -0.7725271582603455, -2.048234701156616, -0.15852291882038116, -0.5746757984161377, 0.39918187260627747, -1.1183823347091675, -1.4832103252410889, 0.9309172034263611, -0.23318316042423248, 0.07016196846961975, 1.2328985929489136, 0.5323749780654907, 0.53590327501297, -0.8901816606521606, -0.771369457244873, 1.1874486207962036, -0.8225932717323303, -0.7023715972900391, 0.1369684785604477, 0.8621231317520142]"
synthetic_041.png,"[0.36193913221359253, -0.24867601692676544, -1.2191879749298096, 1.4639993906021118, 0.7343695759773254, -0.1954614520072937, -0.3111251890659332, 0.7685844898223877, -1.2763495445251465, -0.21252882480621338, -0.324869841337204, -1.6504360437393188, -1.03554368019104, -1.343887209892273, -0.4339061379432678, -2.2244925498962402, -0.5168620347976685, -0.8027912974357605, 1.0666451454162598, -0.4146718978881836, 1.854401707649231, -0.8172386288642883, -0.3814445734024048, 0.8977938890457153, -0.20430982112884521, -1.1078569889068604, 0.07146047055721283, 0.08922076970338821, -0.5070416331291199, 1.8225016593933105, -0.7224786281585693, -0.5474337339401245]"
synthetic_042.png,"[-1.141343593597412, -0.6137200593948364, 0.6737303137779236, -0.20932689309120178, 0.3634859621524811, -1.7720391750335693, -0.8690823316574097, 0.6564725041389465, -1.3401237726211548, -0.5416842699050903, -0.2570393979549408, -2.9193642139434814, -0.707046627998352, -0.3412283658981323, -0.6676682233810425, -1.0587177276611328, 0.11655710637569427, 0.5734268426895142, -0.04955793544650078, 0.5679540634155273, -0.4783061444759369, -0.22459624707698822, 1.1717076301574707, 0.09115719050168991, -0.6461485028266907, -0.3809623718261719, -0.13041570782661438, 0.6360376477241516, -1.0248479843139648, -0.492125540971756, -1.3231185674667358, -0.6418176293373108]"
synthetic_043.png,"[-1.9779856204986572, -0.42195743322372437, -0.7262313365936279, -0.8914743065834045, -0.5944160223007202, 1.6391390562057495, 1.432052731513977, 1.0105257034301758, 1.219265103340149, -0.5551109910011292, -0.5607384443283081, -0.6485817432403564, 0.048942215740680695, 0.27516427636146545, 1.3777199983596802, 1.2937699556350708, -0.4285728335380554, 0.9832553863525391, 0.8297438025474548, 0.6096790432929993, 0.6605178117752075, -0.05942530930042267, -0.3828894793987274, -0.016139088198542595, -0.4355839788913727, 0.2873189449310303, 0.3170190751552582, -0.7834397554397583, 0.10026741027832031, -1.2927954196929932, -1.3452519178390503, 0.9526205658912659]"
synthetic_044.png,"[0.14406931400299072, -1.7228078842163086, 0.2701566815376282, 0.1609787493944168, -1.784602403640747, -1.8239299058914185, 1.2605106830596924, 1.3973743915557861, -1.8052910566329956, -0.7709829211235046, 0.26765716075897217, 1.9141160249710083, -0.5088427662849426, -1.9048049449920654, -1.347522497177124, 0.32216787338256836, 0.8612653017044067, 0.3427235782146454, 0.7960034012794495, 0.004011690616607666, 2.104832410812378, 0.7198004126548767, 0.14646697044372559, 0.5942610502243042, 0.042656250298023224, -0.5704004168510437, 0.704487144947052, -0.2329176813364029, -0.5420264601707458, -1.2709503173828125, 3.356935977935791, -0.7568080425262451]"
synthetic_045.png,"[-1.623200535774231, 0.09253698587417603, -1.7259156703948975, -0.5645563006401062, -1.279545545578003, 1.5137001276016235, -0.7025113701820374, 0.43239492177963257, -0.7690727710723877, -1.319225549697876, 1.160093903541565, -0.9631804823875427, 0.17770110070705414, 1.3102548122406006, 0.777520477771759, -0.262389212846756, 0.059595830738544464, -0.12119218707084656, 0.9890133738517761, -0.25182297825813293, -1.2256011962890625, 0.4112994074821472, 0.8516478538513184, -1.5914568901062012, -1.9165995121002197, 0.9768751263618469, 1.2410480976104736, -0.37408432364463806, -0.04259517416357994, 0.6765285730361938, 1.6568528413772583, 0.38163521885871887]"
synthetic_046.png,"[-0.4021732211112976, -0.6318531632423401, -0.8279587626457214, -0.2755894362926483, -1.4401458501815796, 0.23923741281032562, -0.6738875508308411, -0.7605381608009338, 0.04459201171994209, -1.4543477296829224, -0.24804188311100006, -0.48030930757522583, -0.7693715691566467, 0.1678313910961151, 0.9003912210464478, -0.20004574954509735, 1.4544305801391602, 0.7940429449081421, -0.9082379341125488, 0.2707703709602356, 0.4257088899612427, 0.6678953766822815, 0.5991243720054626, 1.2024272680282593, 0.42053794860839844, 0.5193905234336853, 1.9224753379821777, 0.5129472613334656, -0.5764066576957703, -1.18027925491333, 0.9378607273101807, -1.2348086833953857]"
synthetic_047.png,"[0.625564455986023, -0.08657815307378769, -0.23360919952392578, -0.6937837600708008, 0.7362208962440491, -0.3704248070716858, 0.8580679893493652, -0.661348819732666, 0.9737913608551025, -1.0926122665405273, 0.732018768787384, 0.7459383010864258, -1.0339616537094116, 0.5284004807472229, 0.2580593526363373, 0.7283983826637268, 0.05662928521633148, 0.08977336436510086, -0.3345046043395996, 0.010638013482093811, -0.8246098756790161, 0.2704566717147827, 1.133969783782959, -1.5053843259811401, -0.441459596157074, 0.0850784033536911, 0.19825151562690735, -1.52021324634552, -0.013080727308988571, -0.1652204841375351, -0.270776629447937, -0.9666153788566589]"
synthetic_048.png,"[0.28375935554504395, -0.30323195457458496, 1.7112981081008911, -0.6874330043792725, -0.8037627339363098, -0.692745566368103, 0.8893839716911316, 0.09773542732000351, 1.6026897430419922, -0.08724601566791534, -0.7158299684524536, 0.5766697525978088, -0.4082244038581848, -0.2679060101509094, 1.8441909551620483, -2.3284010887145996, -2.160163164138794, 0.6967268586158752, -0.10394842177629471, 0.5098719596862793, 1.6302870512008667, -0.9092488288879395, 0.3256300389766693, 0.7204626798629761, -0.17655330896377563, -0.5871643424034119, -0.4995087683200836, 1.8703140020370483, 0.8980769515037537, -2.0440971851348877, -0.4224703013896942, 0.9072107672691345]"
synthetic_049.png,"[0.647769033908844, 1.4820972681045532, 0.23970021307468414, 1.19589364528656, -0.024138785898685455, 0.8948444724082947, 0.6168419718742371, 1.1115034818649292, 0.2458638995885849, 1.1625350713729858, -1.0066279172897339, 0.9034364819526672, -0.5073729157447815, 0.7376425266265869, 0.8616988658905029, -1.4823296070098877, -1.207783818244934, -0.20588286221027374, 2.346337080001831, 1.264918327331543, 1.990868330001831, 0.3912925124168396, 1.2266204357147217, -1.742891788482666, -0.09616082906723022, 0.9769008755683899, 0.6602358818054199, 0.07572929561138153, 1.3039785623550415, 0.1521889865398407, -0.8276489973068237, 0.7295607924461365]"
synthetic_050.png,"[-0.3824153542518616, -2.6369903087615967, 0.06994139403104782, -1.713399887084961, -0.6645153760910034, 0.601383626461029, 0.6977424025535583, 0.6244494915008545, -0.878980278968811, -0.17094576358795166, -0.3304174542427063, -0.01235931646078825, 0.6348206996917725, -1.8597134351730347, -2.3576416969299316, -1.1417255401611328, -0.05231653153896332, -0.7775922417640686, -0.40716230869293213, 0.3080821931362152, -0.7404783368110657, -1.0745763778686523, -0.7785284519195557, 0.9357002377510071, 0.19614644348621368, 0.1554223597049713, 1.7601598501205444, 0.5053502321243286, -0.591266393661499, -1.1679093837738037, 2.2301862239837646, 0.6395713686943054]"
synthetic_051.png,"[-0.41213396191596985, -0.5813948512077332, -0.6347984075546265, -0.7375676035881042, -0.5001185536384583, -1.4326047897338867, -1.406050205230713, 0.7410434484481812, -0.7675947546958923, 0.9712180495262146, -1.5483183860778809, 0.06869757175445557, 0.655392050743103, 0.2663632035255432, 1.4733315706253052, -0.4442545771598816, -2.5396385192871094, 0.9352392554283142, -0.19622869789600372, 0.46225252747535706, 1.8239107131958008, -1.0836195945739746, 1.5666905641555786, -1.1151854991912842, -0.7078166604042053, 1.0123038291931152, 0.6147757172584534, -1.352556824684143, 0.13357621431350708, 2.1123101711273193, 0.06915716081857681, -0.4213026463985443]"
synthetic_052.png,"[2.213651657104492, -2.416684627532959, -2.0560104846954346, -1.641350269317627, 0.5037386417388916, 0.2965220808982849, -0.4404991865158081, 1.002485990524292, -0.7579317092895508, -1.0677969455718994, -0.4352683424949646, 0.5980623364448547, -1.070495843887329, 0.7964811325073242, 0.7631840705871582, -0.8196028470993042, 0.30047550797462463, 0.22969254851341248, 0.4337766766548157, -0.14984050393104553, -0.13327574729919434, -1.4811497926712036, 0.15312179923057556, -1.6782011985778809, 0.7585234642028809, 1.1675854921340942, -0.44419407844543457, -0.1784278154373169, 0.24875770509243011, 0.1522298902273178, -0.677574634552002, 0.31272435188293457]"
synthetic_053.png,"[-0.10058597475290298, 0.8441537022590637, -0.03610093891620636, 1.119794249534607, -0.6335464119911194, 1.5224422216415405, 0.8758795857429504, 1.1099754571914673, 2.177934169769287, -2.2615952491760254, 0.5162382125854492, -0.8148304224014282, -0.2360023409128189, 0.9043543934822083, -0.30212628841400146, -0.49481815099716187, 0.24046002328395844, -0.6858583688735962, -0.6631947755813599, 0.10378175973892212, 0.739163339138031, 0.373951256275177, 1.1498339176177979, -0.9275825023651123, -0.705834150314331, -0.48076674342155457, -0.77485191822052, -0.8076593279838562, 1.2352361679077148, 0.8135022521018982, 0.3589775562286377, 0.2080708146095276]"
synthetic_054.png,"[-0.8582167029380798, 0.07162344455718994, -0.9100110530853271, 0.5835669040679932, 0.9737518429756165, 0.09404030442237854, -0.3970755934715271, -0.9326242208480835, 1.4509468078613281, -0.39233121275901794, -1.259353756904602, -0.9860478043556213, 1.0178427696228027, 0.7193242907524109, 0.995574951171875, 0.5975705981254578, -0.1794019490480423, 1.701254963874817, 0.20235787332057953, 0.45105597376823425, -0.3003499209880829, -2.952274799346924, 1.0459177494049072, -2.356302261352539, -1.5695890188217163, -0.12316376715898514, 0.14043864607810974, 0.4171757996082306, 0.1919483095407486, -0.045560915023088455, -0.4018251597881317, -0.0829850286245346]"
synthetic_055.png,"[-0.8526585102081299, 0.22192659974098206, 0.7172229290008545, -0.6765679717063904, -0.614206850528717, -1.1020922660827637, 0.37614887952804565, 0.43921104073524475, 1.00334894657135, 0.622308611869812, 0.0791391134262085, 1.010240077972412, -1.7403087615966797, 0.8275132775306702, 2.066816806793213, -0.62308269739151, 0.7024741172790527, 0.570034384727478, -0.7231957912445068, 1.1847584247589111, -1.3972759246826172, -0.12401467561721802, 0.6177117228507996, 1.473976492881775, 1.1612201929092407, -1.5395427942276, -1.0297082662582397, 0.7097050547599792, 0.36156225204467773, -0.06374215334653854, -0.48020023107528687, 0.4402109980583191]"
synthetic_056.png,"[1.3035932779312134, -1.2788208723068237, 0.019972987473011017, 1.3243275880813599, -1.5262608528137207, 0.5680391192436218, -0.37941017746925354, -0.09895583242177963, -1.338544487953186, -0.3592682480812073, 0.13219518959522247, -0.9994402527809143, -1.2059847116470337, 0.6563001275062561, -1.1624020338058472, -1.0336320400238037, -0.7683929800987244, 1.670973539352417, 0.9516945481300354, -1.081979513168335, -0.0496235191822052, -1.6324617862701416, 0.16730959713459015, -0.8145236968994141, 0.49651914834976196, 0.10909612476825714, 0.2633064389228821, 0.5510714650154114, 0.6052277088165283, 0.0794491097331047, -0.8129383325576782, -1.7927615642547607]"
synthetic_057.png,"[-0.27337846159935, -0.5662748217582703, 0.929016649723053, 0.28202930092811584, -0.5021860599517822, 0.7366549372673035, -0.5624828338623047, 0.43605053424835205, -0.6395894885063171, -0.5425677299499512, 0.6991831660270691, -2.1337924003601074, 0.04154106602072716, -0.03360156714916229, -0.6007839441299438, 0.3989742696285248, -0.5743118524551392, -0.6403028964996338, -0.606429934501648, 0.7543939352035522, 0.5698791146278381, -0.04942268133163452, 0.47930851578712463, 0.8329750895500183, 0.2707057595252991, 2.149620532989502, -0.9803414344787598, -0.6252174377441406, 0.6712983250617981, -1.3917702436447144, -0.8615671992301941, -0.9273383617401123]"
synthetic_058.png,"[0.1883753091096878, -0.7902984023094177, -0.8582923412322998, 0.6991942524909973, 0.3864281177520752, 0.6075983643531799, -1.3437141180038452, 1.8679285049438477, -1.5761955976486206, 0.05145205184817314, -1.3696564435958862, -0.9337893128395081, -0.14255750179290771, -1.1331820487976074, -0.8016420602798462, 1.1362264156341553, 0.040874969214200974, -0.5055702924728394, -0.08996817469596863, 1.5921443700790405, -1.096494197845459, -0.9515736103057861, -1.3032045364379883, 0.7136855125427246, -2.9711790084838867, -0.43455541133880615, 0.8474774360656738, 0.578727126121521, -0.031706660985946655, 1.9289827346801758, 0.5312516093254089, 0.5932250022888184]"
synthetic_059.png,"[0.2643500566482544, -1.3282314538955688, 0.6445572972297668, 1.0039148330688477, 0.14992305636405945, 1.4413261413574219, 0.16720664501190186, -1.2278763055801392, 0.6466032862663269, -0.40088510513305664, -1.7118432521820068, -0.7928543090820312, 2.1108896732330322, 1.9903533458709717, -0.07228569686412811, 1.4268289804458618, -0.3306807577610016, -1.097851037979126, 0.35930877923965454, -1.5952903032302856, 0.9869543313980103, 0.24359475076198578, 0.25497370958328247, 2.657541513442993, 1.1130671501159668, -1.390875220298767, 0.7740592360496521, 0.04493488371372223, 0.7258732318878174, -0.9188366532325745, -0.43152597546577454, 1.8855301141738892]"
synthetic_060.png,"[-0.4932864308357239, 0.7195672988891602, -0.3115277588367462, 0.877387523651123, 0.1993979513645172, -0.1599731147289276, 0.9429042935371399, 0.7135409116744995, -0.9998350739479065, -0.325679749250412, -0.7943099141120911, -1.4129308462142944, 1.634692907333374, -0.5488495826721191, -0.4743208587169647, 0.4803057014942169, 0.24753090739250183, -0.46328607201576233, 1.6134674549102783, 1.2389479875564575, 0.39800432324409485, 0.7431360483169556, 0.7243220210075378, 0.9617478251457214, 0.4990851581096649, -0.8657352328300476, -1.2946019172668457, -0.2162838578224182, 0.5248396396636963, -0.7159270644187927, -0.08979048579931259, 1.0847978591918945]"
synthetic_061.png,"[0.024759506806731224, 0.07709011435508728, -2.8412444591522217, 0.6551958918571472, 2.006776809692383, 1.1040436029434204, 1.2693336009979248, -1.0391159057617188, -0.5604958534240723, 1.6597660779953003, 1.0543094873428345, -0.34713563323020935, 1.6579718589782715, 0.9947565793991089, 0.8985775709152222, 0.9632635712623596, 1.0937020778656006, -1.606557846069336, -1.5996968746185303, -1.6333367824554443, 0.7561683058738708, 0.7283878922462463, 0.910990834236145, 0.5606626868247986, 0.6774129271507263, -0.8711486458778381, -2.378281354904175, -1.1575051546096802, -1.613035798072815, 0.8262892961502075, 0.37634867429733276, -1.5866111516952515]"
synthetic_062.png,"[0.8620542287826538, 0.42230454087257385, -0.7682908177375793, 0.8808023929595947, -0.2713133692741394, 1.0041892528533936, 0.5723814368247986, 1.0582202672958374, -0.8938862085342407, 0.11346445232629776, 0.15231074392795563, 2.086900472640991, -0.5125066637992859, 1.7046657800674438, 0.04944538325071335, -1.1465179920196533, 0.0012313444167375565, -2.7185325622558594, -1.036026954650879, -0.38397613167762756, 0.9812957644462585, 1.0148180723190308, 1.9552345275878906, 1.323970913887024, -0.313728004693985, 0.7982318997383118, -0.40139487385749817, 0.40015745162963867, -0.9479306936264038, -1.0762720108032227, 0.3555859923362732, 1.5237648487091064]"
synthetic_063.png,"[-0.07689858227968216, -1.6541712284088135, -0.07672132551670074, -0.8924337029457092, 0.7043358087539673, 0.6984654664993286, -0.9551275968551636, 0.19233375787734985, 0.8261792063713074, -0.00975498091429472, 3.003239631652832, 2.5295588970184326, -1.2166783809661865, 0.7930973768234253, 2.0179028511047363, 0.9608439803123474, -0.087973453104496, 1.4899027347564697, 1.7141437530517578, -0.24978399276733398, -0.5885124802589417, 1.016074538230896, -1.0808278322219849, -1.0246609449386597, 0.33700835704803467, -0.19346432387828827, -0.43984097242355347, 0.43131592869758606, -1.8548637628555298, -0.18327142298221588, 0.26999223232269287, 0.44058099389076233]"
